partner_covid_pin,ccdph_provider,partner_zip,partner_name,partner_street,partner_city,partner_state,partner_clean_street,partner_clean_name,vtrcks_name,vtrcks_provider_number,vtrcks_covid_pin,vtrcks_street,vtrcks_city,vtrcks_zip,vtrcks_state,vtrcks_clean_street,vtrcks_clean_name,icare_name,icare_id,icare_covid_pin,icare_street,icare_city,icare_state,icare_zip,icare_clean_street,icare_clean_name,vfinder_name,vfinder_covid_pin,vfinder_provider_number,vfinder_street,vfinder_city,vfinder_zip,vfinder_state,vfinder_clean_street,vfinder_clean_name,covid_pin,city,street,state,zip,in_icare,in_vfinder,in_vtrcks,name,in_partner,address,lon,lat
NA,TRUE,NA,PRISM HEALTH LAB SCHAUMBURG,NA,NA,NA,"NA",PRISM HEALTH LAB SCHAUMBURG,PRISM HEALTH LAB - SCHAUMBURG,40234943,ILAV09504,825 E SCHAUMBURG RD,SCHAUMBURG,60194,IL,825 E SCHAUMBURG RD,PRISM HEALTH LAB - SCHAUMBURG,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM HEALTH LAB SCHAUMBURG,ILAV09504A,40234943,825 E SCHAUMBURG RD,SCHAUMBURG,60194,IL,825 E SCHAUMBURG RD,PRISM HEALTH LAB SCHAUMBURG,ILAV09504A,SCHAUMBURG,825 E SCHAUMBURG RD,IL,60194,FALSE,TRUE,TRUE,PRISM HEALTH LAB SCHAUMBURG,TRUE,"825 E SCHAUMBURG RD SCHAUMBURG, IL 60194",-88.0594191,42.0270457
NA,TRUE,60004,WALGREENS STORE 9246,1000 E NORTHWEST HWY,ARLINGTON HEIGHTS,IL,1000 E NORTHWEST HWY,WALGREENS PHARMACY STORE #9246,WALGREEN DRUG STORE,40180956,WG1009246,1000 E NORTHWEST HWY,ARLINGTON HEIGHTS,60004,IL,1000 E NORTHWEST HWY,WALGREENS PHARMACY STORE #9246,WALGREEN CO. STORE # 9246,192812043,NA,1000 E NORTHWEST HWY,ARLINGTON HEIGHTS,IL,60004,1000 E NORTHWEST HWY,"	
WALGREEN PHARMACY STORE #9246",WALGREENS PHARMACY STORE #9246,WG1009246,40180956,1000 E NORTHWEST HWY,ARLINGTON HEIGHTS,60004,IL,1000 E NORTHWEST HWY,WALGREENS PHARMACY STORE #9246,WG1009246,ARLINGTON HEIGHTS,1000 E NORTHWEST HWY,IL,60004,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #9246,TRUE,"1000 E NORTHWEST HWY ARLINGTON HEIGHTS, IL 60004",-87.9713034,42.0796309
NA,TRUE,60004,WALGREENS 39,235 E PALATINE RD,ARLINGTON HEIGHTS,IL,235 E PALATINE RD,WALGREENS PHARMACY STORE #39,WALGREEN DRUG STORE,40175959,WG1000039,235 E PALATINE RD,ARLINGTON HEIGHTS,60004,IL,235 E PALATINE RD,WALGREENS PHARMACY STORE #39,WALGREEN CO. STORE # 39,192811672,NA,235 E PALATINE RD,ARLINGTON HEIGHTS,IL,60004,235 E PALATINE RD,"	
WALGREEN PHARMACY STORE #39",WALGREENS PHARMACY STORE #39,WG1000039,40175959,235 E PALATINE RD,ARLINGTON HEIGHTS,60004,IL,235 E PALATINE RD,WALGREENS PHARMACY STORE #39,WG1000039,ARLINGTON HEIGHTS,235 E PALATINE RD,IL,60004,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #39,TRUE,"235 E PALATINE RD ARLINGTON HEIGHTS, IL 60004",-87.97987429999999,42.1078973
NA,TRUE,60402,WALGREENS STORE 5076,6800 OGDEN AVE,BERWYN,IL,6800 OGDEN AVE,WALGREENS PHARMACY STORE #5076,WALGREEN DRUG STORE,40178632,WG1005076,6800 OGDEN AVE,BERWYN,60402,IL,6800 OGDEN AVE,WALGREENS PHARMACY STORE #5076,WALGREEN CO. STORE # 5076,192811810,NA,6800 OGDEN AVE,BERWYN,IL,60402,6800 OGDEN AVE,"	
WALGREEN PHARMACY STORE #5076",WALGREENS PHARMACY STORE #5076,WG1005076,40178632,6800 OGDEN AVE,BERWYN,60402,IL,6800 OGDEN AVE,WALGREENS PHARMACY STORE #5076,WG1005076,BERWYN,6800 OGDEN AVE,IL,60402,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #5076,TRUE,"6800 OGDEN AVE BERWYN, IL 60402",-87.79347109999999,41.8266158
NA,TRUE,60155,WALGREENS STORE 1449,8000 BROADVIEW VILLAGE SQ,BROADVIEW,IL,8000 BROADVIEW VILLAGE SQ,WALGREENS PHARMACY STORE #1449,WALGREEN DRUG STORE,40176768,WG1001449,8000 BROADVIEW VILLAGE SQ,BROADVIEW,60155,IL,8000 BROADVIEW VILLAGE SQ,WALGREENS PHARMACY STORE #1449,WALGREEN CO. STORE # 1449,192811514,NA,8000 BROADVIEW VILLAGE SQ,BROADVIEW,IL,60155,8000 BROADVIEW VILLAGE SQ,"	
WALGREEN PHARMACY STORE #1449",WALGREENS PHARMACY STORE #1449,WG1001449,40176768,8000 BROADVIEW VILLAGE SQ,BROADVIEW,60155,IL,8000 BROADVIEW VILLAGE SQ,WALGREENS PHARMACY STORE #1449,WG1001449,BROADVIEW,8000 BROADVIEW VILLAGE SQ,IL,60155,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #1449,TRUE,"8000 BROADVIEW VILLAGE SQ BROADVIEW, IL 60155",-87.8501411,41.8498816
NA,TRUE,60409,WALGREENS 6564,522 TORRENCE AVE,CALUMET CITY,IL,522 TORRENCE AVE,WALGREENS PHARMACY STORE #6564,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREEN CO. STORE # 6564,192811956,NA,522 TORRENCE AVE,CALUMET CITY,IL,60409,522 TORRENCE AVE,"	
WALGREEN PHARMACY STORE #6564",WALGREENS PHARMACY STORE #6564,WG1006564,40179740,522 TORRENCE AVE,CALUMET CITY,60409,IL,522 TORRENCE AVE,WALGREENS PHARMACY STORE #6564,WG1006564,CALUMET CITY,522 TORRENCE AVE,IL,60409,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #6564,TRUE,"522 TORRENCE AVE CALUMET CITY, IL 60409",-87.559438599999993,41.6214287
NA,TRUE,60804,WALGREENS 2785,5840 W 35TH ST,CICERO,IL,5840 W 35TH ST,WALGREENS PHARMACY STORE #2785,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREEN CO. STORE # 2785,192811607,NA,5840 W 35TH ST,CICERO,IL,60804,5840 W 35TH ST,"	
WALGREEN PHARMACY STORE #2785",WALGREENS PHARMACY STORE #2785,WG1002785,40177122,5840 W 35TH ST,CICERO,60804,IL,5840 W 35TH ST,WALGREENS PHARMACY STORE #2785,WG1002785,CICERO,5840 W 35TH ST,IL,60804,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #2785,TRUE,"5840 W 35TH ST CICERO, IL 60804",-87.76997109999999,41.8292483
NA,TRUE,60804,WALGREENS STORE 1249,4800 W CERMAK RD,CICERO,IL,4800 W CERMAK RD,WALGREENS PHARMACY STORE #1249,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREEN CO. STORE # 1249,192811449,NA,4800 W CERMAK RD,CICERO,IL,60804,4800 W CERMAK RD,"	
WALGREEN PHARMACY STORE #1249",WALGREENS PHARMACY STORE #1249,WG1001249,40176727,4800 W CERMAK RD,CICERO,60804,IL,4800 W CERMAK RD,WALGREENS PHARMACY STORE #1249,WG1001249,CICERO,4800 W CERMAK RD,IL,60804,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #1249,TRUE,"4800 W CERMAK RD CICERO, IL 60804",-87.7445743,41.8515925
NA,TRUE,60418,WALGREENS STORE 4947,13501 CICERO AVE,CRESTWOOD,IL,13501 CICERO AVE,WALGREENS PHARMACY STORE #4947,WALGREEN DRUG STORE,40178545,WG1004947,13501 CICERO AVE,CRESTWOOD,60418,IL,13501 CICERO AVE,WALGREENS PHARMACY STORE #4947,WALGREEN CO. STORE # 4947,192811796,NA,13501 CICERO AVE,CRESTWOOD,IL,60445,13501 CICERO AVE,"	
WALGREEN PHARMACY STORE #4947",WALGREENS PHARMACY STORE #4947,WG1004947,40178545,13501 CICERO AVE,CRESTWOOD,60418,IL,13501 CICERO AVE,WALGREENS PHARMACY STORE #4947,WG1004947,CRESTWOOD,13501 CICERO AVE,IL,60418,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #4947,TRUE,"13501 CICERO AVE CRESTWOOD, IL 60418",-87.73719150000001,41.6468625
NA,TRUE,60120,WALGREENS 2986,815 SUMMIT ST,ELGIN,IL,815 SUMMIT ST,WALGREENS PHARMACY STORE #2986,WALGREEN DRUG STORE,40177206,WG1002986,815 SUMMIT ST,ELGIN,60120,IL,815 SUMMIT ST,WALGREENS PHARMACY STORE #2986,WALGREEN CO. STORE # 2986,192811616,NA,815 SUMMIT ST,ELGIN,IL,60120,815 SUMMIT ST,"	
WALGREEN PHARMACY STORE #2986",WALGREENS PHARMACY STORE #2986,WG1002986,40177206,815 SUMMIT ST,ELGIN,60120,IL,815 SUMMIT ST,WALGREENS PHARMACY STORE #2986,WG1002986,ELGIN,815 SUMMIT ST,IL,60120,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #2986,TRUE,"815 SUMMIT ST ELGIN, IL 60120",-88.2595783,42.0459356
NA,TRUE,60007,WALGREENS STORE 4438,930 ELK GROVE TOWN CTR,ELK GROVE VILLAGE,IL,930 ELK GROVE TOWN CTR,WALGREENS PHARMACY STORE #4438,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREEN CO. STORE # 4438,192811740,NA,930 ELK GROVE TOWN CTR,ELK GROVE VILLAGE,IL,60007,930 ELK GROVE TOWN CTR,"	
WALGREEN PHARMACY STORE #4438",WALGREENS PHARMACY STORE #4438,WG1004438,40178172,930 ELK GROVE TOWN CTR,ELK GROVE VILLAGE,60007,IL,930 ELK GROVE TOWN CTR,WALGREENS PHARMACY STORE #4438,WG1004438,ELK GROVE VILLAGE,930 ELK GROVE TOWN CTR,IL,60007,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #4438,TRUE,"930 ELK GROVE TOWN CTR ELK GROVE VILLAGE, IL 60007",-88.0061633,42.0031052
NA,TRUE,60805,WALGREENS STORE 9141,8700 S KEDZIE AVE,EVERGREEN PARK,IL,8700 S KEDZIE AVE,WALGREENS PHARMACY STORE #9141,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREEN CO. STORE # 9141,192812038,NA,8700 S KEDZIE AVE,EVERGREEN PARK,IL,60805,8700 S KEDZIE AVE,"	
WALGREEN PHARMACY STORE #9141",WALGREENS PHARMACY STORE #9141,WG1009141,40180880,8700 S KEDZIE AVE,EVERGREEN PARK,60805,IL,8700 S KEDZIE AVE,WALGREENS PHARMACY STORE #9141,WG1009141,EVERGREEN PARK,8700 S KEDZIE AVE,IL,60805,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #9141,TRUE,"8700 S KEDZIE AVE EVERGREEN PARK, IL 60805",-87.7028631,41.7345823
NA,TRUE,60805,WALGREENS 15635,3959 W 95TH ST,EVERGREEN PARK,IL,3959 W 95TH ST,WALGREENS PHARMACY STORE #15635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREENS PHARMACY STORE #15635,WG1015635,40183993,3959 W 95TH ST,EVERGREEN PARK,60805,IL,3959 W 95TH ST,WALGREENS PHARMACY STORE #15635,WG1015635,EVERGREEN PARK,3959 W 95TH ST,IL,60805,FALSE,TRUE,FALSE,WALGREENS PHARMACY STORE #15635,TRUE,"3959 W 95TH ST EVERGREEN PARK, IL 60805",-87.7205882,41.7202914
NA,TRUE,60131,WALGREENS 6462,9595 GRAND AVE,FRANKLIN PARK,IL,9595 GRAND AVE,WALGREENS PHARMACY STORE #6462,WALGREEN DRUG STORE,40179660,WG1006462,9595 GRAND AVE,FRANKLIN PARK,60131,IL,9595 GRAND AVE,WALGREENS PHARMACY STORE #6462,WALGREEN CO. STORE # 6462,192811946,NA,9595 GRAND AVE,FRANKLIN PARK,IL,60131,9595 GRAND AVE,"	
WALGREEN PHARMACY STORE #6462",WALGREENS PHARMACY STORE #6462,WG1006462,40179660,9595 GRAND AVE,FRANKLIN PARK,60131,IL,9595 GRAND AVE,WALGREENS PHARMACY STORE #6462,WG1006462,FRANKLIN PARK,9595 GRAND AVE,IL,60131,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #6462,TRUE,"9595 GRAND AVE FRANKLIN PARK, IL 60131",-87.8642591,41.9290713
NA,TRUE,60025,WALGREENS 5683,1403 WAUKEGAN RD ,GLENVIEW,IL,1403 WAUKEGAN RD,WALGREENS PHARMACY STORE #5683,WALGREEN DRUG STORE,40179075,WG1005683,1403 WAUKEGAN RD,GLENVIEW,60025,IL,1403 WAUKEGAN RD,WALGREENS PHARMACY STORE #5683,WALGREEN CO. STORE # 5683,192811894,NA,1403 WAUKEGAN RD,GLENVIEW,IL,60025,1403 WAUKEGAN RD,"	
WALGREEN PHARMACY STORE #5683",WALGREENS PHARMACY STORE #5683,WG1005683,40179075,1403 WAUKEGAN RD,GLENVIEW,60025,IL,1403 WAUKEGAN RD,WALGREENS PHARMACY STORE #5683,WG1005683,GLENVIEW,1403 WAUKEGAN RD,IL,60025,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #5683,TRUE,"1403 WAUKEGAN RD GLENVIEW, IL 60025",-87.797209,42.0806224
NA,TRUE,60133,WALGREENS STORE 3729,7350 BARRINGTON RD,HANOVER PARK,IL,7350 BARRINGTON RD,WALGREENS PHARMACY STORE #3729,WALGREEN DRUG STORE,40177679,WG1003729,7350 BARRINGTON RD,HANOVER PARK,60133,IL,7350 BARRINGTON RD,WALGREENS PHARMACY STORE #3729,WALGREEN CO. STORE # 3729,192811660,NA,7350 BARRINGTON RD,HANOVER PARK,IL,60133,7350 BARRINGTON RD,"	
WALGREEN PHARMACY STORE #3729",WALGREENS PHARMACY STORE #3729,WG1003729,40177679,7350 BARRINGTON RD,HANOVER PARK,60133,IL,7350 BARRINGTON RD,WALGREENS PHARMACY STORE #3729,WG1003729,HANOVER PARK,7350 BARRINGTON RD,IL,60133,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #3729,TRUE,"7350 BARRINGTON RD HANOVER PARK, IL 60133",-88.1455316,42.0051734
NA,TRUE,60429,WALGREENS STORE 3928,18301 PULASKI AVE,HAZEL CREST,IL,18301 PULASKI AVE,WALGREENS PHARMACY STORE #3928,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREEN CO. STORE # 3928,192811678,NA,18301 PULASKI AVE,HAZEL CREST,IL,60429,18301 PULASKI AVE,"	
WALGREEN PHARMACY STORE #3928",WALGREENS PHARMACY STORE #3928,WG1003928,40177827,18301 PULASKI AVE,HAZEL CREST,60429,IL,18301 PULASKI AVE,WALGREENS PHARMACY STORE #3928,WG1003928,HAZEL CREST,18301 PULASKI AVE,IL,60429,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #3928,TRUE,"18301 PULASKI AVE HAZEL CREST, IL 60429",-87.7128743,41.5565985
NA,TRUE,60457,WALGREENS STORE 5139,7945 W 95TH ST,HICKORY HILLS,IL,7945 W 95TH ST,WALGREENS PHARMACY STORE #5139,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREEN CO. STORE # 5139,192811833,NA,7945 W 95TH ST,HICKORY HILLS,IL,60457,7945 W 95TH ST,"	
WALGREEN PHARMACY STORE #5139",WALGREENS PHARMACY STORE #5139,WG1005139,40178676,7945 W 95TH ST,HICKORY HILLS,60457,IL,7945 W 95TH ST,WALGREENS PHARMACY STORE #5139,WG1005139,HICKORY HILLS,7945 W 95TH ST,IL,60457,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #5139,TRUE,"7945 W 95TH ST HICKORY HILLS, IL 60457",-87.8172105,41.7179341
NA,TRUE,60457,WALGREENS STORE 5684,8800 W 95TH ST,HICKORY HILLS,IL,8800 W 95TH ST,WALGREENS PHARMACY STORE #5684,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREEN CO. STORE # 5684,192811895,NA,8800 W 95TH ST,HICKORY HILLS,IL,60457,8800 W 95TH ST,"	
WALGREEN PHARMACY STORE #5684",WALGREENS PHARMACY STORE #5684,WG1005684,40179076,8800 W 95TH ST,HICKORY HILLS,60457,IL,8800 W 95TH ST,WALGREENS PHARMACY STORE #5684,WG1005684,HICKORY HILLS,8800 W 95TH ST,IL,60457,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #5684,TRUE,"8800 W 95TH ST HICKORY HILLS, IL 60457",-87.8378625,41.71871489999999
NA,TRUE,60169,WALGREENS STORE 3433,2560 W GOLF RD,HOFFMAN ESTATES,IL,2560 W GOLF RD,WALGREENS PHARMACY STORE #3433,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREEN CO. STORE # 3433,192811646,NA,2560 W GOLF RD,HOFFMAN ESTATES,IL,60169,2560 W GOLF RD,"	
WALGREEN PHARMACY STORE #3433",WALGREENS PHARMACY STORE #3433,WG1003433,40177479,2560 W GOLF RD,HOFFMAN ESTATES,60169,IL,2560 W GOLF RD,WALGREENS PHARMACY STORE #3433,WG1003433,HOFFMAN ESTATES,2560 W GOLF RD,IL,60169,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #3433,TRUE,"2560 W GOLF RD HOFFMAN ESTATES, IL 60169",-88.1427872,42.0473587
NA,TRUE,60169,WALGREENS 6760,1000 N ROSELLE RD,HOFFMAN ESTATES,IL,1000 N ROSELLE RD,WALGREENS PHARMACY STORE #6760,WALGREEN DRUG STORE,40179877,WG1006760,1000 N ROSELLE RD,HOFFMAN ESTATES,60169,IL,1000 N ROSELLE RD,WALGREENS PHARMACY STORE #6760,WALGREEN CO. STORE # 6760,192811976,NA,1000 N ROSELLE RD,HOFFMAN ESTATES,IL,60169,1000 N ROSELLE RD,"	
WALGREEN PHARMACY STORE #6760",WALGREENS PHARMACY STORE #6760,WG1006760,40179877,1000 N ROSELLE RD,HOFFMAN ESTATES,60169,IL,1000 N ROSELLE RD,WALGREENS PHARMACY STORE #6760,WG1006760,HOFFMAN ESTATES,1000 N ROSELLE RD,IL,60169,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #6760,TRUE,"1000 N ROSELLE RD HOFFMAN ESTATES, IL 60169",-88.0803815,42.0460261
NA,TRUE,60525,WALGREENS 5670,2 N LA GRANGE RD,LA GRANGE,IL,2 N LA GRANGE RD,WALGREENS PHARMACY STORE #5670,WALGREEN DRUG STORE,40179069,WG1005670,2 N LA GRANGE RD,LA GRANGE,60525,IL,2 N LA GRANGE RD,WALGREENS PHARMACY STORE #5670,WALGREEN CO. STORE # 5670,192811893,NA,2 N LA GRANGE RD,LA GRANGE,IL,60525,2 N LA GRANGE RD,"	
WALGREEN PHARMACY STORE #5670",WALGREENS PHARMACY STORE #5670,WG1005670,40179069,2 N LA GRANGE RD,LA GRANGE,60525,IL,2 N LA GRANGE RD,WALGREENS PHARMACY STORE #5670,WG1005670,LA GRANGE,2 N LA GRANGE RD,IL,60525,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #5670,TRUE,"2 N LA GRANGE RD LA GRANGE, IL 60525",-87.8700891,41.8167236
NA,TRUE,60525,WALGREENS 4874,6600 WILLOW SPRINGS RD,LA GRANGE HIGHLANDS,IL,6600 WILLOW SPRINGS RD,WALGREENS PHARMACY STORE #4874,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREEN CO. STORE # 4874,192811786,NA,6600 WILLOW SPRINGS RD,INDIAN HEAD PARK,IL,60525,6600 WILLOW SPRINGS RD,"	
WALGREEN PHARMACY STORE #4874",WALGREENS PHARMACY STORE #4874,WG1004874,40178500,6600 WILLOW SPRINGS RD,LA GRANGE HIGHLANDS,60525,IL,6600 WILLOW SPRINGS RD,WALGREENS PHARMACY STORE #4874,WG1004874,LA GRANGE HIGHLANDS,6600 WILLOW SPRINGS RD,IL,60525,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #4874,TRUE,"6600 WILLOW SPRINGS RD LA GRANGE HIGHLANDS, IL 60525",-87.8880348,41.7702967
NA,TRUE,60438,WALGREENS STORE 5127,18133 TORRENCE AVE,LANSING,IL,18133 TORRENCE AVE,WALGREENS PHARMACY STORE #5127,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREEN CO. STORE # 5127,192811830,NA,18133 TORRENCE AVE,LANSING,IL,60438,18133 TORRENCE AVE,"	
WALGREEN PHARMACY STORE #5127",WALGREENS PHARMACY STORE #5127,WG1005127,40178666,18133 TORRENCE AVE,LANSING,60438,IL,18133 TORRENCE AVE,WALGREENS PHARMACY STORE #5127,WG1005127,LANSING,18133 TORRENCE AVE,IL,60438,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #5127,TRUE,"18133 TORRENCE AVE LANSING, IL 60438",-87.5583573,41.5654423
NA,TRUE,60534,WALGREENS 1450,4101 1ST AVE,LYONS,IL,4101 1ST AVE,WALGREENS PHARMACY STORE #1450,WALGREEN DRUG STORE,40176769,WG1001450,4101 1ST AVE,LYONS,60534,IL,4101 1ST AVE,WALGREENS PHARMACY STORE #1450,WALGREEN CO. STORE # 1450,192811515,NA,4101 1ST AVE,LYONS,IL,60534,4101 1ST AVE,"	
WALGREEN PHARMACY STORE #1450",WALGREENS PHARMACY STORE #1450,WG1001450,40176769,4101 1ST AVE,LYONS,60534,IL,4101 1ST AVE,WALGREENS PHARMACY STORE #1450,WG1001450,LYONS,4101 1ST AVE,IL,60534,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #1450,TRUE,"4101 1ST AVE LYONS, IL 60534",-87.8332551,41.8155712
NA,TRUE,60160,WALGREENS 9600,1445 W NORTH AVE,MELROSE PARK,IL,1445 W NORTH AVE,WALGREENS PHARMACY STORE #9600,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREEN CO. STORE # 9600,192812068,NA,1445 W NORTH AVE,MELROSE PARK,IL,60160,1445 W NORTH AVE,"	
WALGREEN PHARMACY STORE #9600",WALGREENS PHARMACY STORE #9600,WG1009600,40181205,1445 W NORTH AVE,MELROSE PARK,60160,IL,1445 W NORTH AVE,WALGREENS PHARMACY STORE #9600,WG1009600,MELROSE PARK,1445 W NORTH AVE,IL,60160,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #9600,TRUE,"1445 W NORTH AVE MELROSE PARK, IL 60160",-87.8519053,41.9089132
NA,TRUE,60445,WALGREENS 11109,4800 148TH ST,MIDLOTHIAN,IL,4800 148TH ST,WALGREENS PHARMACY STORE #11109,WALGREEN DRUG STORE,40182258,WG1011109,4800 148TH ST,MIDLOTHIAN,60445,IL,4800 148TH ST,WALGREENS PHARMACY STORE #11109,WALGREEN CO. STORE # 11109,192811403,NA,4800 148TH ST,MIDLOTHIAN,IL,60445,4800 148TH ST,"	
WALGREEN PHARMACY STORE #11109",WALGREENS PHARMACY STORE #11109,WG1011109,40182258,4800 148TH ST,MIDLOTHIAN,60445,IL,4800 148TH ST,WALGREENS PHARMACY STORE #11109,WG1011109,MIDLOTHIAN,4800 148TH ST,IL,60445,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #11109,TRUE,"4800 148TH ST MIDLOTHIAN, IL 60445",-87.73796089999999,41.6236661
NA,TRUE,60056,WALGREENS STORE 209,1028 S ELMHURST RD,MOUNT PROSPECT,IL,1028 S ELMHURST RD,WALGREENS PHARMACY STORE #209,WALGREEN DRUG STORE,40176545,WG1000209,1028 S ELMHURST RD,MOUNT PROSPECT,60056,IL,1028 S ELMHURST RD,WALGREENS PHARMACY STORE #209,WALGREEN CO. STORE # 209,192811560,NA,1028 S ELMHURST RD,MT PROSPECT,IL,60056,1028 S ELMHURST RD,"	
WALGREEN PHARMACY STORE #209",WALGREENS PHARMACY STORE #209,WG1000209,40176545,1028 S ELMHURST RD,MOUNT PROSPECT,60056,IL,1028 S ELMHURST RD,WALGREENS PHARMACY STORE #209,WG1000209,MOUNT PROSPECT,1028 S ELMHURST RD,IL,60056,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #209,TRUE,"1028 S ELMHURST RD MOUNT PROSPECT, IL 60056",-87.9424413,42.04627259999999
NA,TRUE,60714,WALGREENS 2721,9000 N GREENWOOD AVE,NILES,IL,9000 N GREENWOOD AVE,WALGREENS PHARMACY STORE #2721,WALGREEN DRUG STORE,40177096,WG1002721,9000 N GREENWOOD AVE,NILES,60714,IL,9000 N GREENWOOD AVE,WALGREENS PHARMACY STORE #2721,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREENS PHARMACY STORE #2721,WG1002721,40177096,9000 N GREENWOOD AVE,NILES,60714,IL,9000 N GREENWOOD AVE,WALGREENS PHARMACY STORE #2721,WG1002721,NILES,9000 N GREENWOOD AVE,IL,60714,FALSE,TRUE,TRUE,WALGREENS PHARMACY STORE #2721,TRUE,"9000 N GREENWOOD AVE NILES, IL 60714",-87.84139189999999,42.04411349999999
NA,TRUE,60706,WALGREENS 5962,4820 N CUMBERLAND AVE,NORRIDGE,IL,4820 N CUMBERLAND AVE,WALGREENS PHARMACY STORE #5962,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREEN CO. STORE # 5962,192811919,NA,4820 N CUMBERLAND AVE,NORRIDGE,IL,60706,4820 N CUMBERLAND AVE,"	
WALGREEN PHARMACY STORE #5962",WALGREENS PHARMACY STORE #5962,WG1005962,40179293,4820 N CUMBERLAND AVE,NORRIDGE,60706,IL,4820 N CUMBERLAND AVE,WALGREENS PHARMACY STORE #5962,WG1005962,NORRIDGE,4820 N CUMBERLAND AVE,IL,60706,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #5962,TRUE,"4820 N CUMBERLAND AVE NORRIDGE, IL 60706",-87.8370934,41.9675976
NA,TRUE,60164,WALGREENS STORE 3995,6 E NORTH AVE,NORTHLAKE,IL,6 E NORTH AVE,WALGREENS PHARMACY STORE #3995,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALGREEN CO. STORE # 3995,192811696,NA,6 E NORTH AVE,NORTHLAKE,IL,60164,6 E NORTH AVE,"	
WALGREEN PHARMACY STORE #3995",WALGREENS PHARMACY STORE #3995,WG1003995,40177861,6 E NORTH AVE,NORTHLAKE,60164,IL,6 E NORTH AVE,WALGREENS PHARMACY STORE #3995,WG1003995,NORTHLAKE,6 E NORTH AVE,IL,60164,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #3995,TRUE,"6 E NORTH AVE NORTHLAKE, IL 60164",-87.9024475,41.907765499999996
NA,TRUE,60461,WALGREENS 7411,3200 VOLLMER RD,OLYMPIA FIELDS,IL,3200 VOLLMER RD,WALGREENS PHARMACY STORE #7411,WALGREEN DRUG STORE,40180356,WG1007411,3200 VOLLMER RD,OLYMPIA FIELDS,60461,IL,3200 VOLLMER RD,WALGREENS PHARMACY STORE #7411,WALGREEN CO. STORE # 7411,192812007,NA,3200 VOLLMER RD,OLYMPIA FIELDS,IL,60461,3200 VOLLMER RD,"	
WALGREEN PHARMACY STORE #7411",WALGREENS PHARMACY STORE #7411,WG1007411,40180356,3200 VOLLMER RD,OLYMPIA FIELDS,60461,IL,3200 VOLLMER RD,WALGREENS PHARMACY STORE #7411,WG1007411,OLYMPIA FIELDS,3200 VOLLMER RD,IL,60461,TRUE,TRUE,TRUE,WALGREENS PHARMACY STORE #7411,TRUE,"3200 VOLLMER RD OLYMPIA FIELDS, IL 60461",-87.6945509,41.5272097
